Ticker,SharesOut,ZacksSector,Beta,Price,Name
MIN,116.9,Finance,0.02,3.8,MFS Intermediate Income Trust
MIND,12.17,Oils-Energy,2.02,2.87,"Mitcham Industries, Inc."
MINI,44.12,Industrial Products,1.57,37.91,"Mobile Mini, Inc."
MIRM,22.99,Medical,,24.52,"Mirum Pharmaceuticals, Inc."
MIST,24.49,Medical,,16.01,Milestone Pharmaceuticals Inc.
MITEY,1388.15,Finance,0.56,19.051,Mitsubishi Estate Co.
MITFY,91.48,Business Services,0.79,7.491,Mitie Group PLC.
MITK,40.87,Computer and Technology,-0.36,7.65,"Mitek Systems, Inc."
MITO,35.03,Medical,,3.26,Stealth BioTherapeutics Corp. Sponsored ADR
MITSY,86.9,Industrial Products,0.66,354.37,Mitsui & Co.
MITT,32.74,Finance,0.88,15.42,"AG Mortgage Investment Trust, Inc."
MIXT,22.58,Computer and Technology,0.77,12.97,MiX Telematics Limited
MIY,29.58,Finance,0.02,14.195,"BlackRock MuniYield Michigan Quality Fund, Inc."
MJCO,43.06,Computer and Technology,0.39,8.25,Majesco
MJNE,64.63,Finance,-2.14,0.28,"Mj Holdings, Inc."
MJTK,2538.25,Computer and Technology,0.49,0.0002,"Cannasys, Inc."
MKC,132.91,Consumer Staples,0.13,169.73,"McCormick & Company, Incorporated"
MKGAF,129.24,Medical,0.69,116.55,Merck KGaA
MKGI,12.99,Business Services,0.47,2.16,Next 1 Interactive Inc.
MKL,13.81,Finance,0.72,1143.17,Markel Corporation
MKRS,35.79,Aerospace,0.44,0.1111,Mikros Systems Corp.
MKSI,54.51,Computer and Technology,1.47,110.01,"MKS Instruments, Inc."
MKTAY,271.47,Consumer Discretionary,0.82,34.804,Makita Corp.
MKTX,37.78,Finance,0.17,379.11,MarketAxess Holdings Inc.
MKTY,9.57,Computer and Technology,-0.26,0.67,Mechanical Technology Inc.
MLAB,4.37,Medical,0.21,249.4,"Mesa Laboratories, Inc."
MLCO,494.33,Consumer Discretionary,1.88,24.17,Melco Resorts & Entertainment Limited
MLGF,6.97,Finance,0.17,23,Malaga Financial Corp.
MLHR,59.06,Business Services,1.63,41.65,"Herman Miller, Inc."
MLI,56.95,Industrial Products,1.38,31.75,"Mueller Industries, Inc."
MLLUY,1036.18,Construction,-0.07,4.58,Metallurgical Corp. of China Ltd.
MLM,62.5,Construction,1.11,279.64,"Martin Marietta Materials, Inc."
MLMN,990.59,Business Services,0,0.0084,Millennium Prime Inc.
MLND,13.47,Medical,2.74,6.74,OvaScience Inc.
MLNT,13.75,Medical,4.18,0.5311,"Melinta Therapeutics, Inc."
MLNX,55.5,Computer and Technology,0.49,117.18,"Mellanox Technologies, Ltd."
MLP,19.31,Finance,0.88,11.25,"Maui Land & Pineapple Company, Inc."
MLR,11.4,Auto-Tires-Trucks,1.01,37.13,"Miller Industries, Inc."
MLRYY,215.97,Computer and Technology,0.45,22.3126,MAIL RU GROUP
MLSS,48.88,Medical,1.39,1.39,"Milestone Scientific, Inc."
MLVF,7.76,Finance,0.46,23.09,"Malvern Bancorp, Inc."
MMAC,5.76,Finance,0.57,31.8,"MMA Capital Management, LLC"
MMC,504.67,Finance,0.76,111.41,"Marsh & McLennan Companies, Inc."
MMI,39.13,Finance,1.22,37.25,"Marcus & Millichap, Inc."
MMLP,38.86,Transportation,1.17,4.03,Martin Midstream Partners L.P.
MMM,575.05,Conglomerates,1.1,176.42,3M Company
MMMB,31.35,Consumer Staples,0.67,1.21,"Mamamancini'S Holdings, Inc."
MMND,33.87,Business Services,,0.7412,"Mastermind, Inc."
MMP,228.4,Oils-Energy,0.71,62.87,"Magellan Midstream Partners, L.P."
MMS,63.98,Business Services,0.79,74.39,"Maximus, Inc."
MMSI,55.21,Medical,1.14,31.22,"Merit Medical Systems, Inc."
MMT,64.25,Finance,0.54,6.12,MFS Multimarket Income Trust
MMTRS,0.28,Finance,-0.74,32.37,Mills Music Trust
MMU,43.35,Finance,0.04,13.32,"Western Asset Managed Municipals Fund, Inc."
MMX,119.18,Basic Materials,,5.089,Maverix Metals Inc.
MMYT,102.94,Computer and Technology,0.38,22.9,MakeMyTrip Limited
MN,15.59,Finance,1.09,1.74,"Manning & Napier, Inc."
MNBEY,206.91,Computer and Technology,1.49,42.35,Minebea Co.
MNDO,19.81,Computer and Technology,0.5,2.4114,MIND C.T.I. Ltd.
MNELF,40.87,Oils-Energy,,,Mission NewEnergy Ltd.
MNI,7.93,Consumer Staples,-0.02,0.48,McClatchy Company (The)
MNK,84.09,Medical,2.59,3.49,Mallinckrodt public limited company
MNKD,206.41,Medical,2.3,1.29,MannKind Corporation
MNLO,23.98,Medical,2.09,4.64,Menlo Therapeutics Inc.
MNOV,43.84,Medical,1.17,6.74,"MediciNova, Inc."
MNP,9.72,Finance,0.04,15.25,Western Asset Municipal Partners Fund Inc.
MNPR,10.42,Medical,,16.6,MONOPAR THERAP
MNR,96.98,Finance,0.6,14.48,Monmouth Real Estate Investment Corporation
MNRL,50.77,Basic Materials,,21.44,"Brigham Minerals, Inc."
MNRO,33.27,Consumer Discretionary,0.76,78.2,"Monro Muffler Brake, Inc."
MNSB,8.26,Finance,0.41,23,MainStreet Bank
MNST,537.68,Consumer Staples,1.16,63.55,Monster Beverage Corporation
MNTA,99.02,Medical,2.11,19.73,"Momenta Pharmaceuticals, Inc."
MNTR,23.02,Finance,2.5,0.115,"Mentor Capital, Inc."
MNTX,19.69,Industrial Products,1.58,5.95,"Manitex International, Inc."
MO,1868.13,Consumer Staples,0.44,49.91,"Altria Group, Inc."
MOAEY,37.63,Oils-Energy,1.03,0.78,Mongolia Energy Corp.
MOBL,108.72,Computer and Technology,1.53,4.86,"MobileIron, Inc."
MOBQ,825.06,Business Services,0.84,0.0815,Mobiquity Technologies Inc.
MOD,50.8,Auto-Tires-Trucks,1.88,7.7,Modine Manufacturing Company
MODN,32.99,Computer and Technology,0.54,35.07,"Model N, Inc."
MOFG,16.16,Finance,0.99,36.23,"MidWestOne Financial Group, Inc."
MOG.A,34.65,Aerospace,1.63,85.33,Moog Inc.
MOG.B,34.65,Aerospace,1.55,86.4,Moog Inc.
MOGO,27.51,Business Services,1.56,2.5664,Mogo Inc
MOGU,94.77,Retail-Wholesale,,2.2799,MOGU Inc. Sponsored ADR
MOH,62.7,Medical,1.15,135.69,"Molina Healthcare, Inc"
MOHO,34.38,Medical,,5.795,ECMOHO Limited Sponsored ADR
MOLOF,36.2,Oils-Energy,1.68,0.1747,Taipan Resources Inc.
MOMO,207.63,Computer and Technology,2.18,33.5,Momo Inc.
MOMT,3.98,Computer and Technology,2.47,0.0197,MONEY ON MOBILE
MONDY,183.62,Basic Materials,0.99,47.27,MONDI PLC UNS
MONOY,248.35,Retail-Wholesale,0.77,26.825,MONOTARO
MOR,126.71,Medical,1.12,35.67,MorphoSys AG Unsponsored ADR
MORF,30.48,Medical,,17.16,"Morphic Holding, Inc."
MORN,42.81,Business Services,0.77,151.31,"Morningstar, Inc."
MOS,378.76,Basic Materials,1.65,21.64,The Mosaic Company
MOSY,2.18,Computer and Technology,1.21,1.765,"MoSys, Inc."
MOTS,28.8,Medical,1.64,2.29,"Motus GI Holdings, Inc."
MOV,23.02,Retail-Wholesale,0.5,21.74,Movado Group Inc.
MOXC,13.57,Computer and Technology,1.62,2.11,"Moxian, Inc."
MPA,13.35,Finance,0.1,14.29,BlackRock MuniYield Pennsylvania Quality Fund
MPAA,18.96,Auto-Tires-Trucks,1.51,22.03,"Motorcar Parts of America, Inc."
MPAY,19.08,Computer and Technology,5.01,0.022,Mobetize Corp
MPB,8.48,Finance,0.6,28.8,Mid Penn Bancorp
MPC,649.32,Oils-Energy,1.66,60.25,Marathon Petroleum Corporation
MPGPF,326.93,Business Services,,,PAGEGROUP PLC
MPLX,1058.35,Oils-Energy,1.07,25.46,MPLX LP
MPV,10.54,Finance,-0.02,16.13,Barings Participation Investors
MPVD,210.14,Basic Materials,0.07,0.8877,Mountain Province Diamonds Inc.
MPW,517.44,Finance,0.51,21.11,"Medical Properties Trust, Inc."
MPWR,43.44,Computer and Technology,1.62,178.02,"Monolithic Power Systems, Inc."
MPX,33.96,Consumer Discretionary,0.66,14.4,Marine Products Corporation
MQT,22.56,Finance,0.06,13,"BlackRock MuniYield Quality Fund II, Inc."
MQY,30.71,Finance,0.1,15.05,"BlackRock MuniYield Quality Fund, Inc."
MR,35.81,Oils-Energy,2.05,7.94,Eclipse Resources Corporation
MRAAY,2559.08,Industrial Products,1.15,15.32,Murata Manufacturing Inc.
MRAM,17.57,Business Services,2.05,5.26,EVERSPIN TECH
MRBK,6.41,Finance,-0.01,20.19,Meridian Bank
MRC,82.19,Industrial Products,2.11,13.64,MRC Global Inc.
MRCC,20.44,Finance,1.16,10.86,Monroe Capital Corporation
MRCY,55.54,Computer and Technology,1,69.11,Mercury Systems Inc
MRGO,2.86,Consumer Staples,0.63,5.05,Margo Caribe Inc.
MRIC,15.21,Medical,0.76,4.8,"MRI Interventions, Inc."
MRIN,6.64,Business Services,0.14,1.38,Marin Software Incorporated
MRK,2545.98,Medical,0.52,90.95,"Merck & Co., Inc."
MRKR,45.72,Medical,0,2.88,"MARKER THERAPEUTICS, INC."
MRLN,12.15,Finance,0.91,21.98,Marlin Business Services Corp.
MRNA,333.25,Medical,,19.56,"Moderna, Inc."
MRNS,53.87,Medical,3.11,2.16,"Marinus Pharmaceuticals, Inc."
MRO,799.93,Oils-Energy,2.34,13.58,Marathon Oil Corporation
MRSN,47.88,Medical,2.33,5.73,"Mersana Therapeutics, Inc."
MRTI,1.46,Finance,0.31,120.9,Maxus Realty Trust Inc.
MRTN,54.69,Transportation,1.43,21.49,"Marten Transport, Ltd."
MRTX,39.44,Medical,2.16,128.86,"Mirati Therapeutics, Inc."
MRUS,23.41,Medical,0.15,14.08,Merus N.V.
MRVL,670.7,Computer and Technology,1.19,26.56,Marvell Technology Group Ltd.
MRWSY,471.17,Retail-Wholesale,0.71,13.225,WM MORRISON SUP
MS,1618.6,Finance,1.4,51.12,Morgan Stanley
MSA,38.74,Industrial Products,1.2,126.36,MSA Safety Incorporporated
MSADY,1167.42,Finance,0.72,16.42,MS&AD Insurance Group Holdings Inc.
MSB,13.12,Basic Materials,0.75,23.54,Mesabi Trust
MSBF,5.18,Finance,0.31,18,MSB Financial Corp.
MSBHY,795.04,Conglomerates,0.81,53,Mitsubishi Corp.
MSBI,24.27,Finance,1.37,28.96,"Midland States Bancorp, Inc."
MSC,78.58,Consumer Discretionary,-1.06,19.75,STUDIO CITY IH
MSCI,84.71,Computer and Technology,1.14,258.18,MSCI Inc
MSD,20.39,Finance,0.41,9.68,Morgan Stanley Emerging Markets Debt Fund
MSEX,17.43,Utilities,0.29,63.57,Middlesex Water Company
MSFT,7628.81,Computer and Technology,1.23,157.7,Microsoft Corporation
MSG,23.76,Consumer Discretionary,0.57,294.19,The Madison Square Garden Company
MSGN,74.87,Consumer Discretionary,0.71,17.4,MSG Networks Inc.
MSHFQ,22.5,Business Services,5.86,0.018,MediaShift Inc.
MSI,171.34,Computer and Technology,0.56,161.14,"Motorola Solutions, Inc."
MSLP,15.32,Consumer Staples,1.9,0.24,MusclePharm Corp.
MSM,55.24,Industrial Products,0.94,78.47,"MSC Industrial Direct Company, Inc."
MSMY,636.55,Construction,0.37,0.0022,MC Endeavors Inc.
MSN,21.04,Consumer Discretionary,0.28,0.82,Emerson Radio Corporation
MSON,15.35,Computer and Technology,0.4,18.61,"MISONIX, Inc."
MSRT,384.27,Business Services,0.63,0.0047,MASSROOTS INC
MSTR,10.27,Computer and Technology,0.55,142.63,MicroStrategy Incorporated
MSVB,3.57,Finance,0.48,13.43,Mid-Southern Savings Bank
MT,1019.92,Basic Materials,2.47,17.54,ArcelorMittal
MTB,131.96,Finance,1.11,169.75,M&T Bank Corporation
MTBC,12.22,Medical,1.72,4.06,"Medical Transcription Billing, Corp."
MTC,20.07,Business Services,,1.9501,"MMTec, Inc."
MTCH,281.13,Computer and Technology,0.19,82.11,"Match Group, Inc."
MTD,24.35,Computer and Technology,1.35,793.28,"Mettler-Toledo International, Inc."
MTDR,116.64,Oils-Energy,2.14,17.97,Matador Resources Company
MTEM,36.97,Medical,3.19,13.985,Molecular Templates Inc.
MTEX,2.39,Medical,1.33,16.09,"Mannatech, Incorporated"
MTFB,14.83,Medical,-0.31,0.105,Motif Bio Plc
MTG,348.71,Finance,1.49,14.17,MGIC Investment Corporation
MTH,38.3,Construction,0.9,61.11,Meritage Homes Corporation
MTL,249.76,Basic Materials,0.14,2.06,Mechel PAO
MTLHY,283.98,Basic Materials,1.24,38.07,Mitsubishi Chemical Holdings Corp.
MTLS,52.38,Computer and Technology,0.4,18.31,Materialise NV
MTN,40.26,Consumer Discretionary,0.71,239.83,"Vail Resorts, Inc."
MTNB,162.74,Medical,2.44,2.27,"Matinas Biopharma Holdings, Inc."
MTNOY,1874.51,Computer and Technology,0.53,5.914,MTN Group Ltd.
MTOR,78.13,Auto-Tires-Trucks,2.29,26.19,"Meritor, Inc."
MTP,3.06,Medical,2.6,0.6893,Midatech Pharma PLC
MTR,1.86,Oils-Energy,1.23,6.95,Mesa Royalty Trust
MTRN,20.4,Basic Materials,0.87,59.45,Materion Corporation
MTRX,27.16,Oils-Energy,1.06,22.88,Matrix Service Company
MTSC,19.16,Computer and Technology,1.27,48.03,MTS Systems Corporation
MTSI,66.16,Computer and Technology,1.92,26.6,"MACOM Technology Solutions Holdings, Inc."
MTSL,3.59,Computer and Technology,2.4,1.03,MER Telemanagement Solutions Ltd.
MTTRY,1797.1,Consumer Discretionary,2.46,1.098,CECONOMY AG
MTUAY,104,Aerospace,0.96,144.5,MTU Aero Engines AG
MTW,35.35,Industrial Products,2.28,17.5,"The Manitowoc Company, Inc."
MTX,34.85,Basic Materials,1.85,57.63,Minerals Technologies Inc.
MTZ,76.33,Construction,1.36,64.16,"MasTec, Inc."
MU,1108.2,Computer and Technology,1.98,53.78,"Micron Technology, Inc."
MUA,36.04,Finance,0.13,15.17,"BlackRock MuniAssets Fund, Inc."
MUB,134.7,Finance,-0.05,113.91,iShares National Muni Bond ETF
MUC,41,Finance,0.09,13.99,"BlackRock MuniHoldings California Quality Fund, Inc."
MUEL,1.2,Industrial Products,0.83,28,Paul Mueller Co.
MUFG,13667.77,Finance,1.38,5.43,"Mitsubishi UFJ Financial Group, Inc."
MUH,11.34,Finance,0.17,15.23,"BlackRock MuniHoldings Fund II, Inc."
MUJ,30.15,Finance,0.07,14.35,"BlackRock MuniHoldings New Jersey Quality Fund, Inc."
MUR,157.23,Oils-Energy,2.14,26.8,Murphy Oil Corporation
MURGY,1610.54,Finance,0.34,29.437,M?nchener R?ckversicherungs-Gesellschaft
MUSA,30.76,Oils-Energy,0.71,117,Murphy USA Inc.
MUX,362.53,Basic Materials,-0.65,1.27,McEwen Mining Inc.
MVBF,11.82,Finance,0.5,24.92,Mvb Financial Corp.
MVC,17.73,Finance,0.71,9.17,"MVC Capital, Inc."
MVEN,37.17,Consumer Discretionary,-0.57,0.8,"TheMaven, Inc."
MVF,64.84,Finance,0.17,9.11,"BlackRock MuniVest Fund, Inc."
MVIS,119.42,Computer and Technology,0.6,0.72,"Microvision, Inc."
MVLY,3.23,Finance,0.19,14.35,Mission Valley Bancorp
MVO,11.5,Oils-Energy,0.6,6.27,MV Oil Trust
MVT,21.31,Finance,0.22,14.78,"BlackRock MuniVest Fund II, Inc."
MWA,157.84,Industrial Products,1.02,11.98,MUELLER WATER PRODUCTS
MWK,17.71,Consumer Staples,,5.89,MOHAWK GROUP
MX,34.42,Computer and Technology,0.92,11.61,MagnaChip Semiconductor Corporation
MXC,2.04,Oils-Energy,1.55,3.94,Mexco Energy Corporation
MXCHY,1050,Basic Materials,0.77,4.02,Mexichem SAB de CV
MXCYY,600.3,Industrial Products,1.77,9.78,Metso Corp.
MXDHF,59.94,Medical,0.9,1.1,MDxhealth SA
MXE,5.17,Finance,0.85,11.6,"Mexico Equity and Income Fund, Inc."
MXF,15.01,Finance,0.77,13.74,"Mexico Fund, Inc. (The)"
MXIM,270.61,Computer and Technology,1.41,61.51,"Maxim Integrated Products, Inc."
MXL,71.57,Computer and Technology,1.24,21.22,"MaxLinear, Inc"
MXMTY,144.47,Utilities,-2.04,0.0585,Maxcom Telecomunicaciones SAB de CV
MXSG,1478.41,Basic Materials,1.53,0.0038,Mexus Gold US
MYC,21.42,Finance,0,14.12,"BlackRock MuniYield California Fund, Inc."
MYD,46.89,Finance,0.25,14.82,"BlackRock MuniYield Fund, Inc."
MYDP,23.1,Medical,7.66,0.0085,Ascendant Solutions Inc.
MYE,35.52,Industrial Products,1.56,16.68,"Myers Industries, Inc."
MYF,13.7,Finance,0.31,14.1,BlackRock MuniYield Investment Fund
MYFW,7.99,Finance,1.51,16.47,"First Western Financial, Inc."
MYGN,74.39,Medical,0.92,27.23,"Myriad Genetics, Inc."
MYI,68.15,Finance,-0.01,13.5,"BlackRock MuniYield Quality Fund III, Inc."
MYJ,14.4,Finance,0.16,15.09,"BlackRock MuniYield New Jersey Fund, Inc."
MYL,516.13,Medical,1.73,20.1,Mylan N.V.
MYN,39.59,Finance,0.01,13.09,"BlackRock MuniYield New York Quality Fund, Inc."
MYO,17.21,Medical,0.77,0.3008,"Myomo, Inc."
MYOK,46.23,Medical,2.07,72.885,"MyoKardia, Inc."
MYOS,9.18,Medical,0.85,1.21,MYOS RENS Technology Inc.
MYOV,89.62,Medical,2.06,15.52,Myovant Sciences Ltd.
MYRG,16.65,Utilities,0.9,32.59,"MYR Group, Inc."
MYSRF,536.19,Finance,-0.01,4.3,MONEYSUPERMARKT
MYSZ,1.99,Computer and Technology,2.76,3.3159,"My Size, Inc."
MYTAY,208.55,Utilities,0.44,7.4975,Magyar Telekom Tavkozlesi Nyrt
MZA,4.63,Finance,0.26,13.58,"BlackRock MuniYield Arizona Fund, Inc."
MZDAY,1259.52,Auto-Tires-Trucks,0.96,4.22,Mazda Motor Corporation
MZEIQ,415.19,Medical,-0.22,0.0001,"Medizone International, Inc."
NABZY,5606.99,Finance,0.74,8.582,National Australia Bank Ltd.
NAII,7.17,Medical,0.24,7.98,"Natural Alternatives International, Inc."
NAK,422.86,Basic Materials,1.55,0.428,"Northern Dynasty Minerals, Ltd."
NAKD,2.23,Consumer Discretionary,1.22,1.56,Naked Brand Group Limited
NANX,38.14,Industrial Products,0.32,0.28,Nanophase Technologies Corp.
NAOV,4.45,Medical,-0.47,2.85,"Nanovibronix, Inc."
NASB,7.38,Finance,-0.1,43.9,NASB Financial Inc.
NAT,141.97,Transportation,0.83,4.92,Nordic American Tankers Limited
NATH,4.23,Retail-Wholesale,0.26,70.88,"Nathan's Famous, Inc."
NATI,131.06,Computer and Technology,0.88,42.34,National Instruments Corporation
NATR,19.33,Medical,0.66,8.93,"Nature's Sunshine Products, Inc."
NAUH,29.12,Consumer Discretionary,0.02,0.02,"National American University Holdings, Inc."
NAV,99.24,Auto-Tires-Trucks,2.18,28.94,Navistar International Corporation
NAVB,18.08,Medical,0.86,1.26,"Navidea Biopharmaceuticals, Inc."
NAVI,221.04,Finance,2.13,13.68,Navient Corporation
NAZ,11.57,Finance,0.04,13.47,Nuveen Arizona Quality Municipal Income Fund
NBCO,0.28,Finance,9.9,1.6,Phoenix International Ventures Inc.
NBCT,7.29,Finance,,,Northwest Bancorporation Inc.
NBEV,78.39,Consumer Staples,2.2,1.82,New Age Beverage Corporation
NBHC,31.17,Finance,1.06,35.22,National Bank Holdings Corporation
NBIX,92.09,Medical,1.22,107.49,"Neurocrine Biosciences, Inc."
NBL,478.3,Oils-Energy,1.48,24.84,Noble Energy Inc.
NBLX,39.71,Oils-Energy,1.43,26.56,Noble Midstream Partners LP
NBN,9.04,Finance,1.14,21.99,Northeast Bancorp
NBR,363.42,Oils-Energy,2.89,2.88,Nabors Industries Ltd.
NBRV,945.45,Medical,2.32,1.32,Nabriva Therapeutics AG
NBSE,17.07,Medical,1.06,7.2,"Ohr Pharmaceuticals, Inc."
NBTB,43.79,Finance,0.86,40.56,NBT Bancorp Inc.
NBY,27.9,Medical,4.91,0.64,"NovaBay Pharmaceuticals, Inc."
NC,6.99,Consumer Discretionary,0.07,46.83,"NACCO Industries, Inc."
NCA,28.09,Finance,0.07,10.65,"Nuveen California Municipal Value Fund, Inc."
NCBS,9.35,Finance,0.86,73.85,Nicolet Bankshares Inc.
NCCGF,277.63,Business Services,0.17,2.64,NCC GROUP PLC
NCLH,212.76,Consumer Discretionary,1.69,58.41,Norwegian Cruise Line Holdings Ltd.
NCMGY,768.84,Basic Materials,-0.07,21.23,Newcrest Mining Ltd.
NCMI,79.24,Business Services,0.67,7.29,"National CineMedia, Inc."
NCNA,32.26,Medical,3.04,6.1,NuCana PLC Sponsored ADR
NCR,127.6,Computer and Technology,1.65,35.16,NCR Corporation
NCSM,46.81,Oils-Energy,2.67,2.1,"NCS Multistage Holdings, Inc."
NCTKF,123.98,Transportation,3.15,29.5,NABTESCO CP TKY
NCTY,30.44,Computer and Technology,2.01,0.912,The9 Limited
NDAQ,164.69,Finance,0.65,107.1,"Nasdaq, Inc."
NDEKY,313.71,Computer and Technology,1.51,28.15,Nitto Denko Corp.
NDGPY,233.71,Industrial Products,0.92,20.685,NINE DRAGONS
NDLS,44.12,Retail-Wholesale,0.23,5.54,Noodles & Company
NDRA,7.52,Medical,1.49,1.68,ENDRA Life Sciences Inc.
NDSN,57.71,Industrial Products,1.21,162.84,Nordson Corporation
NDVLY,5112.73,Finance,1.37,2.72,New World Development Co.
NE,249.2,Oils-Energy,2.52,1.22,Noble Corporation
NECB,11.99,Finance,0.39,12.05,Northeast Community Bancorp Inc.
NEE,488.78,Utilities,0.15,242.16,"NextEra Energy, Inc."
NEIK,127.84,Aerospace,-0.44,0.0099,Northstar Electronics Inc.
NEM,819.84,Basic Materials,-0.02,43.45,Newmont Goldcorp Corporation
NEN,2.95,Finance,0.46,62,New England Realty Associates Limited Partnership
NEO,104.41,Medical,1.06,29.25,"NeoGenomics, Inc."
NEOG,52.71,Medical,1.37,65.26,Neogen Corporation
NEON,8.81,Computer and Technology,1.26,1.94,Neonode Inc.
NEOS,49.73,Medical,0.96,1.51,"Neos Therapeutics, Inc."
NEP,60.82,Oils-Energy,0.86,52.65,"NextEra Energy Partners, LP"
NEPH,7.96,Medical,0.81,9.95,Nephros Inc.
NEPT,93.6,Medical,1.7,2.75,Neptune Wellness Solutions Inc.
NERV,39.03,Medical,1.66,7.11,"Minerva Neurosciences, Inc"
NES,15.73,Oils-Energy,1.9,2.8951,"Nuverra Environmental Solutions, Inc."
NET,300.19,Computer and Technology,,17.06,Cloudfare Inc.
NETE,4.12,Retail-Wholesale,1.33,3.21,"Net Element, Inc."
NEU,11.19,Basic Materials,0.44,486.52,NewMarket Corporation
NEUL,280.33,Consumer Discretionary,,,Neulion Inc.
NEW,86.96,Consumer Discretionary,0.9,8.2,Puxin Limited
NEWA,10.81,Business Services,0.63,3.1001,"Newater Technology, Inc."
NEWR,58.79,Computer and Technology,0.96,65.71,"New Relic, Inc."
NEWT,19.82,Finance,1.21,22.65,Newtek Business Services Corp.
NEX,210.23,Oils-Energy,1.53,6.7,"Keane Group, Inc."
NEXA,133.32,Basic Materials,0.31,8.14,Nexa Resources S.A.
NEXCF,51.82,Computer and Technology,,1.45,?NexTech AR Solutions Corp.
NEXT,120.78,Oils-Energy,-0.2,6.14,NextDecade Corporation
NFBK,49.17,Finance,0.56,16.96,"Northfield Bancorp, Inc."
NFE,167.95,Oils-Energy,,15.67,New Fortress Energy LLC
NFG,86.32,Utilities,0.74,46.54,National Fuel Gas Company
NFH,28.75,Medical,-0.01,10,New Frontier Corporation
NFLX,437.83,Consumer Discretionary,1.28,323.57,"Netflix, Inc."
NG,326.92,Basic Materials,-0.32,8.96,Novagold Resources Inc.
NGBL,9982.92,Business Services,4.03,0.0001,"Notis Global, Inc."
NGD,675.94,Basic Materials,1,0.88,New Gold Inc.
NGG,737.5,Utilities,0.45,62.67,"National Grid Transco, PLC"
NGHC,113.33,Finance,0.6,22.1,National General Holdings Corp
NGL,128.04,Oils-Energy,1.04,11.34,NGL Energy Partners LP
NGLOY,2809.83,Basic Materials,0.75,14.45,ANGLO AMER ADR
NGM,66.65,Medical,,18.49,"NGM Biopharmaceuticals, Inc."
NGS,13.47,Oils-Energy,1.33,12.26,"Natural Gas Services Group, Inc."
NGVC,22.48,Retail-Wholesale,1.11,9.87,"Natural Grocers by Vitamin Cottage, Inc."
NGVT,41.82,Basic Materials,2.04,87.38,Ingevity Corporation
NH,110.62,Medical,1.53,1.03,"NantHealth, Inc."
NHC,15.32,Medical,0.3,86.43,National HealthCare Corporation
NHI,43.96,Finance,0.25,81.48,"National Health Investors, Inc."
NHLD,13.16,Finance,0.86,2.55,National Holdings Corporation
NHNKY,177.46,Medical,-0.28,14.11,Nihon Kohden Corporation
NHS,19.54,Finance,0.63,12.35,Neuberger Berman High Yield Strategies Fund
NHTC,11.52,Consumer Discretionary,0.82,5.38,Natural Health Trends Corp.
NHYDY,2047,Industrial Products,0.9,3.69,Norsk Hydro ASA
NI,373.54,Utilities,0.2,27.84,"NiSource, Inc"
NICE,61.77,Computer and Technology,0.72,155.15,Nice Ltd.
NICK,12.6,Finance,0.46,8.24,"Nicholas Financial, Inc."
NICXF,29.56,Medical,0.92,4.67,Nicox SA
NIDB,1.21,Finance,0.2,40.1,Northeast Indiana Bancorp Inc.
NIHD,102.84,Computer and Technology,0.05,2.17,"NII Holdings, Inc."
NIHK,169.92,Computer and Technology,-2.26,0.004,Video River Networks Inc.
NILSY,1582.45,Basic Materials,0.69,30.49,JSC MMC Norilsk Nickel
NIM,12.44,Finance,0.07,10.49,Nuveen Select Maturities Municipal Fund
NIMU,79.01,Medical,0.59,0.04,Non-Invasive Monitoring Systems Inc.
NINE,30.57,Oils-Energy,0.97,7.82,"Nine Energy Service, Inc."
NINOY,389.6,Computer and Technology,0.49,12.19,Nikon Corp.
NIO,1026.01,Auto-Tires-Trucks,2.85,4.02,NIO Inc.
NIPNF,260.47,Computer and Technology,,,NEC Corp.
NIU,74.34,Auto-Tires-Trucks,0.44,8.53,NIU TECH-ADR
NJDCY,1177.17,Computer and Technology,1.27,34.205,Nidec Corp.
NJMC,123.81,Basic Materials,0.35,0.1359,New Jersey Mining Company
NJR,90.17,Utilities,0.32,44.57,NewJersey Resources Corporation
NK,98.37,Medical,2.87,3.79,"NantKwest, Inc."
NKE,1561.05,Consumer Discretionary,0.84,101.31,"NIKE, Inc."
NKSH,6.49,Finance,0.54,44.93,"National Bankshares, Inc."
NKTR,175.92,Medical,2.6,21.585,Nektar Therapeutics
NL,48.76,Basic Materials,2.68,3.91,"NL Industries, Inc."
NLBS,140.85,Medical,-1.64,0.075,"Nutrafuels, Inc."
NLNK,37.31,Medical,1.18,2.53,NewLink Genetics Corporation
NLOK,623.01,Industrial Products,1.29,25.52,Symantec Corporation
NLS,29.73,Retail-Wholesale,0.99,1.75,"Nautilus Group, Inc. (The)"
NLSN,355.81,Business Services,0.93,20.3,Nielsen Holdings Plc
NLST,169.54,Computer and Technology,0.94,0.3,"Netlist, Inc."
NLTX,48.62,Medical,-6.98,12.32,"Aquinox Pharmaceuticals, Inc."
NLY,1430.11,Finance,0.4,9.42,Annaly Capital Management Inc
NM,13.35,Transportation,2.73,4.48,Navios Maritime Holdings Inc.
NMCI,34.6,Transportation,,2.15,Navios Maritime Containers L.P.
NMFC,96.77,Finance,0.53,13.74,New Mountain Finance Corporation
NMHLY,208.9,Medical,1.95,23.19,NMC Health PLC Unsponsored ADR
NMI,8.74,Finance,-0.05,11.275,"Nuveen Municipal Income Fund, Inc."
NMIH,67.98,Finance,1.29,33.18,NMI Holdings Inc
